Date,Cell,Rheobase Sweep,Genotype,Mouse Age (weeks),Sex,Experiment Notes,Inclusion,Single Pathway Plateau Inclusion,Stimulation Pathways,ESPS Stim Time File Name,Plateau Sweeps,Theta Burst Stim Time File Name,Drugs,Voltage Change,Vm rest/start (mV),Access Resistance (Bridge Balance),Access Resistance (From Whole Cell V-Clamp),Changed Holding Current,Holding Voltage,Slice Solution,Slice Solution Osmolarity,Recovery/Storage Solution,Recording Solution,Recording/Recording Osmolarity,Slice Orientation,Brain Region,Slice Thickness,Recording Temp. (degrees Celcius),Formatted Date,Cell_ID
1162025,c2,53,GNB1,8,Female,Coarse-FI; Fine-FI; Voltage-Sag; 300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist; 300 ms unitary GIRK Agonist (Full GIRK Experiment) - Worked!!,"Yes: [Coarse-FI, Fine-FI, Voltage-Sag, Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",,"{Gabazine: sweep_76, ML297: sweep_79}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-70,,33.64,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20250116,20250116_c2
1222025,c1,17,GNB1,9,Male,Coarse-FI; Fine-FI; Voltage-Sag; 300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist; 300 ms unitary GIRK Agonist (Full GIRK Experiment) - Worked!!,"Yes: [Coarse-FI, Fine-FI, Voltage-Sag, Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",,"{Gabazine: sweep_36, ML297: sweep_39}",,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-67,,20.39,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,longitudinal ,Dorsal CA1,250,35,20250122,20250122_c1
1242025,c1,,GNB1,9,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist; 300 ms unitary GIRK Agonist (Full GIRK Experiment) - Worked!!,"Yes: [Coarse-FI, Fine-FI, Voltage-Sag, Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",,"{Gabazine: sweep_11, ML297: sweep_14}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-64,,31.46,,-70,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20250124,20250124_c1
1292025,c1,,WT,10,,BTSP attempt single electrode failed,No,,,,,,2_M Gabazine ,,-67,,18.61,,-70 to -80,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,sagittal,Dorsal CA1,250,35,20250129,20250129_c1
2122025,c1,,WT,12,Male,BTSP - failed experiment,No,,,,,,2_M Gabazine ,,-60,,40,,-70 to -80,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,sagittal,Dorsal CA1,250,35,20250212,20250212_c1
2122025,c2,,WT,12,Male,"BTSP: {baseline: 3-32, After_LTP: 38:127, current_inj: 200pA, delay: 0ms, channels: {channel_1:Control Stratum Oriens, channel_2: Test Schaffer}} - Worked - got spikes on plateau ",Yes: [BTSP 0ms],,,,,,2_M Gabazine ,,-75,,30.7,,-70 to -80,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,307,sagittal,Dorsal CA1,250,35,20250212,20250212_c2
2212025,c1,,WT,7,Female,"* BTSP: {baseline: 4-33, After_LTP: 39:128, current_inj: 400pA, delay: 0ms, channels: {channel_1:Test Schaffer, channel_2: Control Stratum Oriens,}} - Worked - got spikes on plateau - Monopolar Electrode used - Experiment disrupted by someone walking into lab!!",Yes: [BTSP 0ms],,,,,,2_M Gabazine ,,-73,,59,,-70 to -80,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,sagittal,Dorsal CA1,250,35,20250221,20250221_c1
2212025,c2,,WT,7,Female,BTSP - failed experiment,No,,,,,,2_M Gabazine ,,-60,,25.59,,-70 to -80,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,sagittal,Dorsal CA1,250,35,20250221,20250221_c2
2212025,c3,,WT,7,Female,BTSP - failed experiment,No,,,,,,2_M Gabazine ,,-55,,32.5,,-70 to -80,Sucrose,310,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,sagittal,Dorsal CA1,250,35,20250221,20250221_c3
2262025,c2,,WT,9,Female,"BTSP: {baseline: 4-33, After_LTP: 38:127, current_inj: 600pA, delay: 0ms, channels: {channel_1:Control Stratum Oriens, channel_2: Test Schaffer}} - Worked - got spikes on plateau ",Yes: [BTSP 0ms],,,,,,2_M Gabazine ,,-67,,44.82,,-70 to -80,Sucrose,311,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,302,sagittal,Dorsal CA1,250,35,20250226,20250226_c2
2272025,c1,,WT,9,Female,"BTSP: {baseline: 4-33, After_LTP: 38:127, current_inj: 200pA, delay: 0ms, channels: {channel_1:Control Stratum Oriens, channel_2: Test Schaffer}} - Worked - got spikes on plateau ",No,,,,,,2_M Gabazine ,,-73,,30,,70 to -80 Changed holding  ,Sucrose,311,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,sagittal,Dorsal CA1,250,35,20250227,20250227_c1
2272025,c2,,WT,9,Female,"BTSP: {baseline: 1-30, After_LTP: 36:76, current_inj: 200pA, delay: 0ms, channels: {channel_1:Control Stratum Oriens, channel_2: Test Schaffer}} - Worked - got spikes on plateau ",No,,,,,,2_M Gabazine ,,-62,,23.73,,70 to -80 Changed holding  ,Sucrose,311,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,sagittal,Dorsal CA1,250,35,20250227,20250227_c2
3042025,c1,,GNB1,10,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) - Worked!!,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_9, ML297: sweep_12}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-60,,33.8,,-70,Sucrose,311,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20250304,20250304_c1
3042025,c2,,GNB1,10,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_11, ML297: sweep_14}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-66,,29,,-70,Sucrose,311,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20250304,20250304_c2
3102025,c1,,GNB1,10,Male ,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,No - Gabazine not washed in,,,,,,10_M Gabazine not washed in by accident,,-70,,22.08,,-70,Sucrose,311,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250310,20250310_c1
3102025,c2,,GNB1,10,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_11, ML297: sweep_14}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-70,,50.2,,-70,Sucrose,311,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250310,20250310_c2
3122025,c1,30,WT,11,Male,Coarse-FI; Fine-FI; Voltage-Sag; 300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine ,"Yes: [Coarse-FI, Fine-FI, Voltage-Sag, Unitary Gabazine, plateau]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,{Gabazine: sweep_49},Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first,,-73,,27.83,,-70,Sucrose,302,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250312,20250312_c1
3122025,c2,,WT,11,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,No: Input resistance dropped significantly - below 50 mOhms,,,,,,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-64,,17.27,,-70,Sucrose,302,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250312,20250312_c2
3122025,c3,,WT,11,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,No - Schaffer stim electrode fell out ,,,,,,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-63,,37.9,,-70,Sucrose,302,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250312,20250312_c3
3172025,c1,,WT,10,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_10, ML297: sweep_13} ",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-78,,24.41,,-70,Sucrose,307,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250317,20250317_c1
3172025,c2,,WT,10,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_9, ML297: sweep_12}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-74,,23.43,,-70,Sucrose,307,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250317,20250317_c2
3172025,c3,,WT,10,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_9, ML297: sweep_12}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-77,,26.58,,-70,Sucrose,307,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250317,20250317_c3
3252025,c1,,WT,11,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,No: Input resistance dropped significantly - below 50 mOhms,,,,,,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-74,,15.05,,-70,Sucrose,304,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250325,20250325_c1
3252025,c2,,WT,11,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_9, ML297: sweep_12}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-72,,31.98,,-70,Sucrose,304,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250325,20250325_c2
3262025,c1,,WT,11,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_10, ML297: sweep_17} ",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-71,,41.11,,-70,Sucrose,305,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250326,20250326_c1
3262025,c2,,WT,11,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_9, ML297: sweep_12}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-65,,40.43,,-70,Sucrose,305,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250326,20250326_c2
3272025,c1,,WT,10,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine ,No: Bad Recording,,,,,,10_M Gabazine ,,-58,,28.69,,-70,Sucrose,305,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250327,20250327_c1
3272025,c2,,WT,10,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,No: Input resistance dropped significantly - below 50 mOhms,,,,,,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-71,,22.55,,-70,Sucrose,305,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250327,20250327_c2
3272025,c3,,WT,10,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Agonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ML297]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_8, ML297: sweep_10} ",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 10_M ML297 washed in next,,-78,,40,,-70,Sucrose,305,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250327,20250327_c3
4022025,c1,,GNB1,12,Female,Lost cell,Lost cell ,,,,,,,,-77,,40,,-70,Sucrose,301,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250402,20250402_c1
4022025,c2,,GNB1,12,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine ,"Yes: [Unitary Gabazine, plateau]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,{Gabazine: sweep_10},Theta_Burst_MCIII_new_edited,10_M Gabazine ,,-65,,26.45,,-70,Sucrose,301,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250402,20250402_c2
4022025,c3,,GNB1,12,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine ,"Yes: [Unitary Gabazine, plateau]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,{Gabazine: sweep_9},Theta_Burst_MCIII_new_edited,10_M Gabazine washed in - ML297 not washed in ,,-72,,18.92,,-70,Sucrose,301,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,308,longitudinal ,Dorsal CA1,250,35,20250402,20250402_c3
4082025,c1,,WT,12,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_13, ETX: sweep_9}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-77,,20.7,,-70,Sucrose,308,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20250408,20250408_c1
4082025,c2,,WT,12,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_11, ETX: sweep_14} ",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-72,,20.2,,-70,Sucrose,308,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20250408,20250408_c2
4092025,c1,,WT,12,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_10, ETX: sweep_13}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-72,,25.61,,-70,Sucrose,308,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20250409,20250409_c1
4092025,c2,,WT,12,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_10, ETX: sweep_13}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-55,,39,,-70,Sucrose,308,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,305,longitudinal ,Dorsal CA1,250,35,20250409,20250409_c2
4282025,c1,,WT,7,Male ,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_12, ETX: sweep_15}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-69,,23.09,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20250428,20250428_c1
4282025,c2,,WT,7,Male ,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_14, ETX: sweep_18}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-62,,30.45,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20250428,20250428_c2
4292025,c2,,WT,7,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_5, ETX: sweep_9}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-75,,27,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20250429,20250429_c2
4292025,c3,,WT,7,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_10, ETX: sweep_13}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-67,,41.18,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20250429,20250429_c3
5062025,c1,,GNB1,8,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine ,No: Input resistance dropped significantly - below 50 mOhms,,,,,,10_M Gabazine ,,-75,,25.97,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250506,20250506_c1
5062025,c2,,GNB1,8,Male,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_11, ETX: sweep_14} ",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-78,,31.75,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250506,20250506_c2
5072025,c1,,GNB1,8,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_10, ETX: sweep_13}",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-74,,21.01,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250507,20250507_c1
5072025,c2,,GNB1,8,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine + Plateaus GIRK Antagonist (Full GIRK Experiment) ,"Yes: [Unitary Gabazine, plateau, plateau ETX]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,"{Gabazine: sweep_11, ETX: sweep_15} ",Theta_Burst_MCIII_new_edited,10_M Gabazine washed in first; then 500_M ETX washed in next,,-70,,38.77,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,304,longitudinal ,Dorsal CA1,250,35,20250507,20250507_c2
5142025,c1,,GNB1,9,Female,300 ms unitary Control; 300 ms unitary Gabazine; Plateaus Gabazine ,"Yes: [Unitary Gabazine, plateau]",Yes,"{channel_1: perforant, channel_2: schaffer}",ISI_times_dict_newer,{Gabazine: sweep_9} ,Theta_Burst_MCIII_new_edited,10_M Gabazine ,,-76,,14.63,,-70,Sucrose,309,ACSF - 2mM Ca; 1mM Mg,ACSF - 2mM Ca; 1mM Mg,306,longitudinal ,Dorsal CA1,250,35,20250514,20250514_c1
